Year,Era,Track Name,Artist Name,Release Date,Genres,Track Duration (seconds),Popularity (Rating),Instrumentalness,Acousticness,Danceability,Valence,Energy
1987,1980s,Got My Mind Set on You,George Harrison,1987-11-02,"album rock, classic rock, folk rock, mellow gold, rock, singer-songwriter, soft rock",234.653,76,1.72e-06,0.456,0.759,0.963,0.85
1987,1980s,Little Lies - 2017 Remaster,Fleetwood Mac,1987-04-13,"album rock, classic rock, rock, soft rock, yacht rock",221.053,74,8.3e-05,0.216,0.64,0.865,0.649
1987,1980s,With Or Without You,U2,1987-03-03,"irish rock, permanent wave, rock",295.515,78,0.355,0.000202,0.54,0.113,0.429
1987,1980s,Need You Tonight,INXS,1987,"album rock, australian rock, dance rock, funk rock, new romantic, new wave, new wave pop, rock",180.517,66,0.154,0.0713,0.801,0.883,0.723
1987,1980s,"Girls, Girls, Girls",Mötley Crüe,1987-05-15,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock",270.533,70,5.82e-05,0.025,0.599,0.514,0.922
1987,1980s,"Heaven Is A Place On Earth - Promo 7"" Edit",Belinda Carlisle,1987,"new romantic, new wave pop, soft rock",233.666,65,1.31e-06,0.0171,0.605,0.692,0.902
1987,1980s,Ahora Te Puedes Marchar,Luis Miguel,1987-07-15,"bolero, latin pop",191.973,79,2.36e-06,0.148,0.78,0.909,0.877
1987,1980s,Hysteria,Def Leppard,1987-08-03,"album rock, classic rock, glam metal, hard rock, nwobhm, rock",354.636,70,0.0144,0.0318,0.659,0.659,0.846
1987,1980s,Ocean Front Property,George Strait,1987-01-01,"contemporary country, country, country road",188.533,64,0.0,0.111,0.656,0.787,0.326
1987,1980s,Alone,Heart,1987-06-06,"album rock, classic rock, glam metal, hard rock, mellow gold, new wave pop, rock, singer-songwriter, soft rock",218.733,73,0.000252,0.638,0.418,0.168,0.452
1987,1980s,I Think We're Alone Now,Tiffany,1987-01-01,"new wave pop, soft rock",228.84,70,0.00354,0.025,0.752,0.94,0.723
1987,1980s,Dude (Looks Like A Lady),Aerosmith,1987-01-01,"album rock, classic rock, hard rock, rock",265.773,68,3.37e-05,0.435,0.54,0.91,0.982
1987,1980s,All My Ex's Live In Texas,George Strait,1987-01-01,"contemporary country, country, country road",200.84,64,9.29e-06,0.241,0.764,0.697,0.336
1987,1980s,Here I Go Again - 2018 Remaster,Whitesnake,1987-04-07,"album rock, british blues, classic rock, glam metal, hard rock, metal, rock",275.395,62,7.79e-05,0.0117,0.292,0.244,0.823
1987,1980s,Animal,Def Leppard,1987-08-03,"album rock, classic rock, glam metal, hard rock, nwobhm, rock",244.56,66,0.0178,0.00153,0.583,0.613,0.921
1987,1980s,Smooth Criminal - 2012 Remaster,Michael Jackson,1987-08-31,"r&b, soul",257.76,72,0.468,0.247,0.853,0.595,0.981
1987,1980s,Blue Monday,New Order,1987-08-17,"alternative rock, dance rock, madchester, new romantic, new wave, permanent wave, post-punk, synthpop, uk post-punk",449.16,70,0.856,0.00198,0.762,0.941,0.651
1987,1980s,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,1987,"madchester, new wave, permanent wave, rock, uk post-punk",215.76,68,0.0,0.028,0.609,0.774,0.759
1987,1980s,Never Tear Us Apart,INXS,1987,"album rock, australian rock, dance rock, funk rock, new romantic, new wave, new wave pop, rock",185.694,62,0.000176,0.0518,0.665,0.275,0.686
1987,1980s,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,1987-09-01,"alternative rock, athens indie, permanent wave, rock",246.933,67,0.0,0.0258,0.381,0.797,0.894
1987,1980s,Wild Side,Mötley Crüe,1987-05-15,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock",283.693,65,0.0011,0.0074,0.602,0.456,0.874
1987,1980s,Pour Some Sugar On Me,Def Leppard,1987-08-03,"album rock, classic rock, glam metal, hard rock, nwobhm, rock",267.306,65,0.0,0.00211,0.267,0.568,0.953
1987,1980s,The Way You Make Me Feel - 2012 Remaster,Michael Jackson,1987-08-31,"r&b, soul",298.12,69,5.5e-05,0.0544,0.877,0.54,0.854
1987,1980s,Two Occasions,The Deele,1987-01-01,"contemporary r&b, new jack swing, post-disco",258.426,59,3.96e-05,0.0259,0.543,0.559,0.667
1987,1980s,Love Bites - Remastered 2017,Def Leppard,1987-08-03,"album rock, classic rock, glam metal, hard rock, nwobhm, rock",346.96,64,0.00093,0.067,0.59,0.412,0.743
1987,1980s,Patience,Guns N' Roses,1987-07-21,"glam metal, hard rock, rock",354.88,72,0.000119,0.683,0.457,0.333,0.296
1987,1980s,Seven Wonders - 2017 Remaster,Fleetwood Mac,1987-04-13,"album rock, classic rock, rock, soft rock, yacht rock",222.4,65,5.42e-05,0.0259,0.707,0.634,0.625
1987,1980s,Si Yo Fuera Él,Cardenales De Nuevo León,1987-01-01,"banda, musica mexicana, norteno",168.093,67,5.25e-06,0.267,0.399,0.568,0.743
1987,1980s,New Sensation,INXS,1987,"album rock, australian rock, dance rock, funk rock, new romantic, new wave, new wave pop, rock",219.813,59,1.75e-06,0.0661,0.68,0.895,0.967
1987,1980s,Cherry Bomb,John Mellencamp,1987,"album rock, classic rock, country rock, folk rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",287.106,60,1.41e-06,0.0509,0.744,0.961,0.945
1987,1980s,I Want to Be Your Man - Remastered Version,Roger,1987,"funk, new jack swing, p funk, post-disco, quiet storm",251.333,59,0.0,0.0468,0.408,0.426,0.513
1987,1980s,Where The Streets Have No Name - Remastered,U2,1987-03-03,"irish rock, permanent wave, rock",337.505,68,0.0046,0.00976,0.49,0.292,0.724
1987,1980s,Touch of Grey - 2013 Remaster,Grateful Dead,1987,"cosmic american, jam band, psychedelic rock",350.862,58,9.4e-06,0.0785,0.612,0.849,0.696
1987,1980s,¡Ay Amor!,Ana Gabriel,1987-10-06,"latin pop, mariachi, ranchera",201.04,72,0.0,0.463,0.485,0.383,0.528
1987,1980s,Heaven Is A Place On Earth,Belinda Carlisle,1987-10-05,"new romantic, new wave pop, soft rock",247.293,58,2.22e-06,0.031,0.64,0.804,0.81
1987,1980s,Is This Love - 2018 Remaster,Whitesnake,1987-04-07,"album rock, british blues, classic rock, glam metal, hard rock, metal, rock",284.496,56,0.0,0.0555,0.263,0.429,0.759
1988,1980s,Fast Car,Tracy Chapman,1988-04-05,"folk, lilith, singer-songwriter, women's music",296.8,80,0.0,0.313,0.711,0.194,0.292
1988,1980s,Gypsy,Fleetwood Mac,1988-11-21,"album rock, classic rock, rock, soft rock, yacht rock",264.906,75,0.00771,0.017,0.622,0.847,0.54
1988,1980s,One (Remastered),Metallica,1988-09-07,"hard rock, metal, old school thrash, rock, thrash metal",446.145,70,0.0801,0.000668,0.438,0.426,0.687
1988,1980s,Where Is My Mind? - 2007 Remaster,Pixies,1988-03-21,"alternative rock, boston rock, permanent wave, rock",234.973,76,0.000453,0.0204,0.519,0.25,0.441
1988,1980s,I'm Gonna Be (500 Miles),The Proclaimers,1988,"celtic rock, scottish rock",219.466,74,0.0,0.151,0.851,0.807,0.551
1988,1980s,Nothin' But A Good Time - Remastered 2006,Poison,1988-03-21,"album rock, classic rock, glam metal, hard rock, rock",224.866,68,0.0,0.0199,0.576,0.53,0.974
1988,1980s,Mother,Danzig,1988-01-01,"alternative metal, groove metal, grunge, hard rock, industrial rock, metal, nu metal, punk",204.866,71,0.000457,0.00726,0.365,0.342,0.763
1988,1980s,The Promise,When In Rome,1988-01-01,"new romantic, synthpop",220.96,69,7.72e-05,0.0864,0.629,0.358,0.876
1988,1980s,She Drives Me Crazy,Fine Young Cannibals,1988-01-01,"dance rock, new romantic, new wave, new wave pop, synthpop",215.773,74,0.000188,0.193,0.799,0.965,0.687
1988,1980s,Deeper Than the Holler,Randy Travis,1988-07-12,"contemporary country, country, country gospel, country road",219.08,65,0.0,0.29,0.647,0.437,0.482
1988,1980s,Copperhead Road,Steve Earle,1988-01-01,"alternative country, classic texas country, country rock, folk, heartland rock, outlaw country, roots rock, singer-songwriter",269.92,67,0.000101,0.0213,0.372,0.705,0.588
1988,1980s,Every Rose Has Its Thorn - 2003 Remaster,Poison,1988-03-21,"album rock, classic rock, glam metal, hard rock, rock",260.173,69,1.14e-05,0.16,0.531,0.294,0.632
1988,1980s,End Of The Line,Traveling Wilburys,1988-10-18,"album rock, beatlesque, classic rock, country rock, folk, folk rock, mellow gold, rock, singer-songwriter, soft rock, supergroup",209.52,69,1.36e-06,0.163,0.578,0.932,0.836
1988,1980s,No More ?'s,Eazy-E,1988-09-13,"g funk, gangster rap, hip hop, rap, west coast rap",234.36,69,1.53e-06,0.0143,0.935,0.624,0.805
1988,1980s,Straight Outta Compton,N.W.A.,1988-08-08,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap",258.687,70,0.0,0.0461,0.834,0.418,0.878
1988,1980s,Fuck Tha Police,N.W.A.,1988-08-08,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap",345.717,69,0.0,0.0193,0.859,0.857,0.75
1988,1980s,Don't Worry Be Happy,Bobby McFerrin,1988-01-01,a cappella,294.4,68,7.14e-05,0.88,0.675,0.747,0.166
1988,1980s,I Hate Myself for Loving You,Joan Jett & the Blackhearts,1988-05-23,"glam punk, rock",246.8,66,1.08e-06,0.0847,0.611,0.605,0.882
1988,1980s,Cult of Personality (2023 Remaster),Living Colour,1988-05-02,"funk metal, funk rock, hard rock",294.532,65,0.000237,0.00096,0.521,0.555,0.905
1988,1980s,The Look,Roxette,1988-10-19,"europop, swedish pop, synthpop",237.32,60,8.34e-06,0.0531,0.634,0.541,0.838
1988,1980s,Can You Stand The Rain,New Edition,1988-01-01,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary",297.706,64,0.00261,0.678,0.614,0.746,0.37
1988,1980s,Baby Can I Hold You,Tracy Chapman,1988-04-05,"folk, lilith, singer-songwriter, women's music",193.12,77,0.0,0.0811,0.692,0.468,0.422
1988,1980s,Bad Medicine,Bon Jovi,1988-09-13,"glam metal, rock",316.706,68,0.0,0.048,0.555,0.805,0.973
1988,1980s,Every Little Step,Bobby Brown,1988-01-01,"contemporary r&b, new jack swing, r&b, urban contemporary",237.24,63,0.0,0.00717,0.79,0.941,0.653
1988,1980s,Jane Says,Jane's Addiction,1988-08-23,"alternative metal, alternative rock, funk metal, funk rock, grunge, nu metal, permanent wave, rock",287.0,62,2.09e-06,0.0385,0.402,0.496,0.597
1988,1980s,A Little Respect,Erasure,1988-05-15,"new romantic, new wave, new wave pop, synthpop",213.373,64,3.07e-06,0.00808,0.596,0.595,0.598
1988,1980s,When You Say Nothing at All,Keith Whitley,1988-05-30,"country, country road",223.733,61,3.82e-06,0.691,0.666,0.393,0.296
1988,1980s,Dreams,Fleetwood Mac,1988-11-21,"album rock, classic rock, rock, soft rock, yacht rock",254.453,65,0.00129,0.139,0.823,0.785,0.338
1988,1980s,La Incondicional,Luis Miguel,1988-11-25,"bolero, latin pop",257.026,76,0.0,0.237,0.374,0.283,0.727
1988,1980s,Dímelo,Los Temerarios,1988-01-01,"grupera, musica mexicana",193.586,65,6.86e-06,0.0506,0.274,0.436,0.513
1988,1980s,Nite and Day,Al B. Sure!,1988-04-26,"contemporary r&b, new jack swing, quiet storm, r&b",238.013,59,0.000221,0.029,0.655,0.642,0.477
1988,1980s,Streets of Bakersfield,Dwight Yoakam,1988,"bakersfield sound, country, country rock",168.213,60,5.69e-06,0.0399,0.74,0.816,0.703
1988,1980s,Everywhere,Fleetwood Mac,1988-11-21,"album rock, classic rock, rock, soft rock, yacht rock",222.733,67,0.00657,0.218,0.69,0.764,0.54
1988,1980s,American Pie,Don McLean,1988-01-01,"classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock",515.866,64,0.0,0.6,0.526,0.497,0.509
1988,1980s,Hold Me,Fleetwood Mac,1988-11-21,"album rock, classic rock, rock, soft rock, yacht rock",225.333,63,0.014,0.247,0.709,0.779,0.571
1988,1980s,Don't Stop Believin' (2024 Remaster),Journey,1988-11-29,"album rock, classic rock, hard rock, mellow gold, rock, soft rock",250.835,62,0.0,0.132,0.503,0.461,0.777
1988,1980s,Un Puño De Tierra,Antonio Aguilar,1988-01-01,"mariachi, musica mexicana, norteno, ranchera",188.395,67,0.0,0.82,0.617,0.959,0.46
1988,1980s,Blackened (Remastered),Metallica,1988-09-07,"hard rock, metal, old school thrash, rock, thrash metal",402.143,58,0.00746,5.31e-05,0.435,0.475,0.853
1988,1980s,Boyz-N-The-Hood - Remix,Eazy-E,1988-09-13,"g funk, gangster rap, hip hop, rap, west coast rap",379.733,62,0.0,0.0383,0.837,0.805,0.692
1988,1980s,It Takes Two,Rob Base & DJ EZ Rock,1988-05-05,"freestyle, harlem hip hop, hip hop, hip house, miami bass, new jack swing",300.64,60,0.0,0.00228,0.8,0.651,0.723
1988,1980s,If It Isn't Love,New Edition,1988-01-01,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary",309.84,58,2.59e-05,0.0913,0.588,0.78,0.856
1988,1980s,Listen To Your Heart,Roxette,1988-10-19,"europop, swedish pop, synthpop",328.093,57,0.0,0.108,0.539,0.337,0.583
1988,1980s,I'm No Stranger to the Rain,Keith Whitley,1988-05-30,"country, country road",216.266,58,0.128,0.343,0.658,0.564,0.337
1988,1980s,Don't Close Your Eyes,Keith Whitley,1988-05-30,"country, country road",252.626,59,0.00198,0.703,0.605,0.285,0.228
1988,1980s,Little Lies,Fleetwood Mac,1988-11-21,"album rock, classic rock, rock, soft rock, yacht rock",218.04,65,4.78e-05,0.124,0.63,0.893,0.688
1988,1980s,Express Yourself,N.W.A.,1988-08-08,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap",265.101,60,0.0,0.0506,0.851,0.956,0.583
1988,1980s,My Prerogative,Bobby Brown,1988-01-01,"contemporary r&b, new jack swing, r&b, urban contemporary",291.56,58,0.0,0.0657,0.753,0.676,0.62
1988,1980s,Eazy-Duz-It,Eazy-E,1988-09-13,"g funk, gangster rap, hip hop, rap, west coast rap",259.493,61,0.0,0.0768,0.827,0.692,0.728
1988,1980s,Tell It to My Heart,Taylor Dayne,1988-01-19,"freestyle, hi-nrg, new romantic, new wave pop, soft rock, synthpop",220.88,65,1.16e-05,0.0302,0.638,0.723,0.988
1988,1980s,"You're The First, The Last, My Everything - Edit",Barry White,1988-09-12,"disco, quiet storm, soul",206.936,71,0.00434,0.000679,0.633,0.879,0.542
1989,1980s,Free Fallin',Tom Petty,1989-01-01,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",256.0,78,0.0,0.212,0.623,0.573,0.449
1989,1980s,About A Girl,Nirvana,1989-06-01,"grunge, permanent wave, rock",168.428,80,0.00058,5.13e-06,0.413,0.575,0.875
1989,1980s,I Won't Back Down,Tom Petty,1989-01-01,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",178.36,76,2.49e-06,0.0513,0.766,0.965,0.478
1989,1980s,We Didn't Start the Fire,Billy Joel,1989-10-17,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",287.733,75,0.0,0.0771,0.712,0.895,0.967
1989,1980s,Wicked Game,Chris Isaak,1989-06-13,mellow gold,289.066,80,0.00837,0.68,0.663,0.359,0.296
1989,1980s,Ven Porque Te Necesito,Los Temerarios,1989-01-01,"grupera, musica mexicana",175.013,76,0.0,0.192,0.596,0.417,0.573
1989,1980s,18 and Life,Skid Row,1989-01-24,"album rock, glam metal, hard rock, metal, rock",229.96,73,1.49e-05,0.00226,0.303,0.305,0.648
1989,1980s,Love Shack,The B-52's,1989-06-23,"album rock, classic rock, dance rock, new romantic, new wave, new wave pop, permanent wave, post-punk, rock, zolo",320.68,69,1.54e-06,0.0544,0.701,0.903,0.803
1989,1980s,Que No Quede Huella,Bronco,1989-01-01,"grupera, gruperas inmortales, musica mexicana, norteno, ranchera",176.533,63,1.79e-05,0.494,0.646,0.957,0.732
1989,1980s,Kickstart My Heart,Mötley Crüe,1989,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock",282.653,69,0.00218,0.00123,0.363,0.275,0.982
1989,1980s,Lovesong - 2010 Remaster,The Cure,1989-05-02,"new wave, permanent wave, rock, uk post-punk",209.573,64,0.898,0.339,0.611,0.821,0.813
1989,1980s,Love Buzz,Nirvana,1989-06-01,"grunge, permanent wave, rock",215.203,70,0.228,3.1e-05,0.479,0.77,0.865
1989,1980s,Bust A Move,Young MC,1989-01-01,"hip house, miami bass",263.914,64,2.26e-06,0.0512,0.946,0.743,0.772
1989,1980s,Here Comes Your Man,Pixies,1989-04-17,"alternative rock, boston rock, permanent wave, rock",201.186,71,0.0781,0.00772,0.669,0.882,0.795
1989,1980s,La Puerta Negra,Los Tigres Del Norte,1989-01-01,"banda, musica mexicana, norteno, ranchera",203.586,70,2.25e-06,0.315,0.698,0.969,0.54
1989,1980s,I Remember You,Skid Row,1989-01-24,"album rock, glam metal, hard rock, metal, rock",313.693,69,7.22e-06,0.00658,0.482,0.489,0.528
1989,1980s,Youth Gone Wild,Skid Row,1989-01-24,"album rock, glam metal, hard rock, metal, rock",198.906,68,0.000119,0.00203,0.535,0.628,0.718
1989,1980s,If I Could Turn Back Time,Cher,1989-01-01,"dance pop, pop",239.826,71,0.0,0.243,0.658,0.504,0.575
1989,1980s,Acepta Mi Error,Los Temerarios,1989-01-01,"grupera, musica mexicana",201.093,71,7.78e-06,0.0215,0.643,0.443,0.548
1989,1980s,Tu Infame Engaño,Los Temerarios,1989-01-01,"grupera, musica mexicana",199.813,70,1.27e-05,0.259,0.582,0.56,0.553
1989,1980s,Like a Prayer,Madonna,1989-03-21,"dance pop, pop",340.866,72,7.3e-05,0.432,0.66,0.324,0.629
1989,1980s,Right Here Waiting,Richard Marx,1989-01-01,"new wave pop, soft rock",264.333,76,0.0,0.8,0.395,0.126,0.252
1989,1980s,Black Velvet,Alannah Myles,1989-03-14,classic canadian rock,287.44,71,9.57e-05,0.271,0.75,0.477,0.366
1989,1980s,Killin' Time,Clint Black,1989-05-02,"contemporary country, country, country road",167.933,61,9.12e-06,0.381,0.711,0.671,0.491
1989,1980s,Another Day in Paradise - 2016 Remaster,Phil Collins,1989-11-20,"rock drums, soft rock",322.133,77,0.00269,0.736,0.78,0.365,0.565
1989,1980s,Waiting Room,Fugazi,1989-09-01,"alternative rock, dc hardcore, noise pop, noise rock, post-hardcore, post-punk, punk",173.266,65,0.822,0.00473,0.618,0.545,0.716
1989,1980s,Higher Ground - Remastered 2003,Red Hot Chili Peppers,1989-08-16,"alternative rock, funk metal, funk rock, permanent wave, rock",202.053,67,0.00729,0.0014,0.476,0.416,0.979
1989,1980s,The Race Is On,Sawyer Brown,1989-09-19,"contemporary country, country, country road",173.28,63,1.6e-06,0.241,0.567,0.807,0.781
1989,1980s,Pump Up The Jam,Technotronic,1989-11-28,"eurodance, hip house, new beat, synthpop",320.306,70,4.49e-06,0.0147,0.885,0.715,0.844
1989,1980s,Poison,Alice Cooper,1989-07-25,"album rock, classic rock, detroit rock, glam metal, glam rock, hard rock, metal, protopunk, rock",270.08,71,8.85e-06,0.0327,0.28,0.26,0.908
1989,1980s,Sí Quiero Volver,Los Temerarios,1989-01-01,"grupera, musica mexicana",179.933,69,0.0,0.0436,0.349,0.477,0.461
1989,1980s,Hey,Pixies,1989-04-17,"alternative rock, boston rock, permanent wave, rock",210.906,66,0.00929,0.00105,0.59,0.306,0.372
1989,1980s,You Got It,Roy Orbison,1989,"adult standards, classic rock, folk rock, mellow gold, rock-and-roll, rockabilly, singer-songwriter, soft rock",210.266,71,1.46e-06,0.596,0.649,0.667,0.618
1989,1980s,Simple Man,The Charlie Daniels Band,1989-10-17,"album rock, classic rock, country, country rock, southern rock",202.506,60,0.0,0.654,0.592,0.485,0.383
1989,1980s,Epic,Faith No More,1989,"alternative metal, alternative rock, funk metal, funk rock, hard rock, nu metal, post-grunge, rap metal, rock",293.653,65,0.0524,0.0222,0.358,0.262,0.893
1989,1980s,The Best,Tina Turner,1989-09-13,soft rock,329.8,73,0.0191,0.108,0.662,0.744,0.737
1989,1980s,Closer to Fine,Indigo Girls,1989,"ectofolk, folk, lilith, singer-songwriter, women's music",241.6,61,0.0,0.368,0.54,0.748,0.677
1989,1980s,Sin Él,Marisela,1989,"latin pop, ranchera",215.626,72,9.62e-05,0.733,0.569,0.323,0.259
1989,1980s,Sacrifice,Elton John,1989-08-29,"glam rock, mellow gold, piano rock, rock",304.133,74,0.00183,0.0165,0.756,0.487,0.422
1989,1980s,I'm Over You,Keith Whitley,1989-07-01,"country, country road",183.346,58,0.00357,0.68,0.766,0.487,0.336
1989,1980s,Love Is A Long Road,Tom Petty,1989-01-01,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",247.6,67,7.63e-05,0.0303,0.64,0.496,0.622
1989,1980s,Head Like A Hole,Nine Inch Nails,1989-10-20,"alternative metal, alternative rock, cyberpunk, electronic rock, grunge, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",299.68,60,0.00186,0.00848,0.666,0.442,0.798
1989,1980s,A Qué Le Tiramos,Bronco,1989-01-02,"grupera, gruperas inmortales, musica mexicana, norteno, ranchera",186.786,68,0.0,0.421,0.519,0.658,0.494
1989,1980s,Going Up The Country,Canned Heat,1989-01-01,"blues, blues rock, classic rock, country rock, electric blues, folk rock, psychedelic rock, traditional blues",172.866,63,0.051,0.859,0.622,0.737,0.239
1989,1980s,La Culpa No Tengo Yo,Los Temerarios,1989-01-01,"grupera, musica mexicana",180.16,66,0.00172,0.363,0.61,0.721,0.565
1989,1980s,Back To Life,Soul II Soul,1989-01-01,british soul,228.266,65,0.000213,0.0515,0.817,0.671,0.484
1989,1980s,Por Tu Maldito Amor,Vicente Fernández,1989-09-09,"mariachi, ranchera",236.48,56,0.0,0.772,0.53,0.393,0.292
1989,1980s,Wild Thing,Tone-Loc,1989-01-01,"hip house, miami bass",263.573,60,8.56e-06,0.000507,0.943,0.813,0.685
1989,1980s,Yer So Bad,Tom Petty,1989-01-01,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock",185.666,58,0.0,0.00743,0.569,0.743,0.551
1989,1980s,Pictures of You - 2010 Remaster,The Cure,1989-05-02,"new wave, permanent wave, rock, uk post-punk",448.466,56,0.109,0.00371,0.484,0.495,0.776
1990,1990s,Thunderstruck,AC/DC,1990-09-24,"australian rock, hard rock, rock",292.88,85,0.0117,0.000147,0.502,0.259,0.89
1990,1990s,Man in the Box,Alice In Chains,1990-08-01,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",285.2,76,0.0,0.00045,0.355,0.758,0.791
1990,1990s,Poison,Bell Biv DeVoe,1990-01-01,"boy band, contemporary r&b, new jack swing, r&b, urban contemporary",261.853,70,0.00417,0.00195,0.84,0.775,0.56
1990,1990s,There She Goes,The La's,1990,britpop,162.186,75,0.829,0.013,0.533,0.917,0.761
1990,1990s,Hard To Handle,The Black Crowes,1990-02-13,"album rock, blues rock, classic rock, electric blues, hard rock, jam band, rock, southern rock",188.066,69,0.00181,0.00257,0.599,0.961,0.79
1990,1990s,Can I Kick It?,A Tribe Called Quest,1990-04-17,"conscious hip hop, east coast hip hop, golden age hip hop, hip hop, jazz rap, queens hip hop",251.573,70,0.000699,0.173,0.848,0.744,0.666
1990,1990s,Cowboys from Hell,Pantera,1990-07-20,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",243.533,71,0.0345,0.00437,0.415,0.437,0.908
1990,1990s,She Talks To Angels,The Black Crowes,1990-02-13,"album rock, blues rock, classic rock, electric blues, hard rock, jam band, rock, southern rock",329.4,65,7.56e-05,0.06,0.584,0.317,0.521
1990,1990s,U Can't Touch This,MC Hammer,1990-02-20,"hip hop, hip house, miami bass",257.359,72,0.000343,0.00449,0.867,0.862,0.517
1990,1990s,Wind Of Change,Scorpions,1990-01-01,"album rock, german hard rock, german metal, german rock, hard rock, rock",312.36,79,0.0,0.315,0.452,0.246,0.524
1990,1990s,Fancy,Reba McEntire,1990-01-01,"classic oklahoma country, contemporary country, country, country dawn, country road",299.733,64,0.0,0.226,0.674,0.482,0.517
1990,1990s,Hunger Strike,Temple Of The Dog,1990-01-01,"alternative metal, alternative rock, grunge, hard rock, rock, supergroup",246.266,66,3.47e-06,0.0236,0.373,0.298,0.567
1990,1990s,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,1990-05-20,"europop, swedish pop, synthpop",258.786,77,6.14e-05,0.339,0.52,0.722,0.652
1990,1990s,Cherry-coloured Funk,Cocteau Twins,1990-09-17,"alternative rock, art pop, dream pop, ethereal wave, melancholia, new wave, scottish indie, scottish shoegaze, shoegaze, synthpop",192.466,67,6.24e-05,0.00196,0.49,0.339,0.652
1990,1990s,More Than Words,Extreme,1990-01-01,"funk metal, glam metal, hard rock",334.106,75,0.0,0.467,0.626,0.239,0.134
1990,1990s,Nothing Compares 2 U,Sinéad O'Connor,1990-07-01,"lilith, new wave pop, singer-songwriter",280.04,75,2.31e-05,0.0425,0.512,0.161,0.574
1990,1990s,Si Te Vuelves A Enamorar,Bronco,1990-01-01,"grupera, gruperas inmortales, musica mexicana, norteno, ranchera",191.493,61,0.0,0.503,0.752,0.793,0.402
1990,1990s,Hold On,Wilson Phillips,1990-05-08,"girl group, mellow gold, new wave pop, soft rock",266.866,67,0.0,0.4,0.68,0.546,0.657
1990,1990s,We Die Young,Alice In Chains,1990-08-01,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",152.56,65,0.000103,1.79e-05,0.486,0.525,0.938
1990,1990s,Halah,Mazzy Star,1990-05-21,"dream pop, melancholia, shoegaze, slowcore",196.226,66,0.0,0.23,0.622,0.553,0.448
1990,1990s,Groove Is in the Heart,Deee-Lite,1990-08-07,hip house,231.786,68,0.0196,0.0153,0.694,0.924,0.881
1990,1990s,The Humpty Dance,Digital Underground,1990-03-26,"conscious hip hop, gangster rap, hardcore hip hop, hip hop, west coast rap",391.693,62,0.0,0.0343,0.813,0.618,0.693
1990,1990s,Rayando el Sol,Maná,1990-07-02,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",250.106,75,1.22e-06,0.45,0.643,0.499,0.809
1990,1990s,Cemetery Gates,Pantera,1990-07-20,"alternative metal, groove metal, hard rock, metal, nu metal, old school thrash, rock, texas metal",422.933,66,0.0113,0.000212,0.274,0.426,0.726
1990,1990s,There She Goes,The La's,1990,britpop,162.16,63,0.743,0.0129,0.536,0.905,0.854
1990,1990s,Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),C & C Music Factory,1990,"diva house, eurodance, freestyle, hip house",244.093,69,0.665,0.000851,0.557,0.793,0.798
1990,1990s,Heaven or Las Vegas,Cocteau Twins,1990-09-17,"alternative rock, art pop, dream pop, ethereal wave, melancholia, new wave, scottish indie, scottish shoegaze, shoegaze, synthpop",298.4,64,0.00775,6.97e-05,0.202,0.418,0.804
1990,1990s,Istanbul (Not Constantinople),They Might Be Giants,1990-01-02,"comic, geek rock, permanent wave, zolo",153.813,65,0.00453,0.0801,0.688,0.892,0.748
1990,1990s,Moneytalks,AC/DC,1990-09-24,"australian rock, hard rock, rock",225.946,68,0.000351,0.000841,0.649,0.412,0.903
1990,1990s,Quién Como Tú,Ana Gabriel,1990,"latin pop, mariachi, ranchera",211.733,74,1.6e-05,0.0812,0.689,0.347,0.464
1990,1990s,Cherry Pie,Warrant,1990-05-01,"album rock, glam metal, hard rock",201.106,63,0.0,0.0251,0.407,0.508,0.955
1990,1990s,Chasin' That Neon Rainbow,Alan Jackson,1990-02-27,country,185.373,58,0.0,0.21,0.726,0.849,0.565
